country,level,tier,sector,metric_family,metric,basis,unit,baseline_value,baseline_year,latest_value,latest_year,target_value,target_year,instrument,comparable,status,note,source_url
France,sector,Sector agreement,Furniture,Recycling rate,Taux de recyclage,"Waste entering recycling installations / waste collected, excluding reuse",%,,,,,53,2026,"REP EA, arrete du 12 octobre 2023",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-EA
France,sector,Sector agreement,Furniture,Recycling rate,Taux de recyclage,"Waste entering recycling installations / waste collected, excluding reuse",%,,,,,55,2028,"REP EA, arrete du 12 octobre 2023",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-EA
France,sector,Sector agreement,Furniture,Reuse & preparation for reuse,Reemploi et reutilisation,"Absolute tonnage, not a rate",Mt,,,0.04,2024,0.06,2024,"REP EA, arrete du 12 octobre 2023",FALSE,verified,"MISSED - 40,000 t against a 60,000 t target for 2024. 2.8 Mt placed on market.",https://filieres-rep.ademe.fr/filieres-REP/filiere-EA
France,sector,Sector agreement,Furniture,Reuse & preparation for reuse,Reemploi et reutilisation,"Absolute tonnage, not a rate",Mt,,,,,0.08,2026,"REP EA, arrete du 12 octobre 2023",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-EA
France,sector,Sector agreement,Furniture,Reuse & preparation for reuse,Reemploi et reutilisation,"Absolute tonnage, not a rate",Mt,,,,,0.11,2029,"REP EA, arrete du 12 octobre 2023",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-EA
France,sector,Sector agreement,Tyres,Separate collection rate,Taux de collecte,Tyre waste collected in the year / tyres placed on market the previous year,%,,,,,96,2024,"REP PNEU, arrete du 27 juin 2023 (agrement 2024-2028)",FALSE,verified,"583,000 t collected in 2024; no collection rate published, and it is not computed here because the 2023 placed-on-market figure is not given.",https://filieres-rep.ademe.fr/filieres-REP/filiere-PNEU
France,sector,Sector agreement,Tyres,Separate collection rate,Taux de collecte,Tyre waste collected in the year / tyres placed on market the previous year,%,,,,,97,2026,"REP PNEU, arrete du 27 juin 2023 (agrement 2024-2028)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-PNEU
France,sector,Sector agreement,Tyres,Separate collection rate,Taux de collecte,Tyre waste collected in the year / tyres placed on market the previous year,%,,,,,98,2028,"REP PNEU, arrete du 27 juin 2023 (agrement 2024-2028)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-PNEU
France,sector,Sector agreement,Tyres,Recycling rate,Taux de recyclage,Waste entering recycling installations / separately collected waste not reused,%,,,,,40,2024,"REP PNEU, arrete du 27 juin 2023",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-PNEU
France,sector,Sector agreement,Tyres,Recycling rate,Taux de recyclage,Waste entering recycling installations / separately collected waste not reused,%,,,,,42,2028,"REP PNEU, arrete du 27 juin 2023",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-PNEU
France,sector,Sector agreement,Tyres,Reuse & preparation for reuse,Preparation a la reutilisation,Used tyres prepared for reuse / tyres placed on market the previous year,%,,,,,17,2024,"REP PNEU, arrete du 27 juin 2023",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-PNEU
France,sector,Sector agreement,Tyres,Reuse & preparation for reuse,Preparation a la reutilisation,Used tyres prepared for reuse / tyres placed on market the previous year,%,,,,,19,2028,"REP PNEU, arrete du 27 juin 2023",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-PNEU
France,sector,Sector agreement,Toys,Separate collection rate,Taux de collecte,Mises sur le marche de l'annee precedente,%,,,,,28,2024,"REP JOUET, arrete du 27 octobre 2021 (Ecomaison, agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-JOUET
France,sector,Sector agreement,Toys,Separate collection rate,Taux de collecte,Mises sur le marche de l'annee precedente,%,,,,,45,2027,"REP JOUET, arrete du 27 octobre 2021 (Ecomaison, agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-JOUET
France,sector,Sector agreement,Toys,Reuse & preparation for reuse,Taux de reemploi,Mises sur le marche de l'annee precedente,%,,,1.1,2024,6,2024,"REP JOUET, arrete du 27 octobre 2021",FALSE,verified,"BADLY MISSED - 1,600 t reused against 144,000 t placed on market. The 1.1% is derived from ADEME's two published tonnages, not published as a rate.",https://filieres-rep.ademe.fr/filieres-REP/filiere-JOUET
France,sector,Sector agreement,Toys,Reuse & preparation for reuse,Taux de reemploi,Mises sur le marche de l'annee precedente,%,,,,,9,2027,"REP JOUET, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-JOUET
France,sector,Sector agreement,Toys,Recycling rate,Taux de recyclage,Quantites collectees moins quantites reemployees,%,,,,,35,2024,"REP JOUET, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-JOUET
France,sector,Sector agreement,Toys,Recycling rate,Taux de recyclage,Quantites collectees moins quantites reemployees,%,,,,,55,2027,"REP JOUET, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-JOUET
France,sector,Sector agreement,DIY & garden,Separate collection rate,Taux de collecte - Outillage du peintre,Mises sur le marche de l'annee precedente,%,,,,,15,2024,"REP ABJ, arrete du 27 octobre 2021 (agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Separate collection rate,Taux de collecte - Outillage du peintre,Mises sur le marche de l'annee precedente,%,,,,,25,2027,"REP ABJ, arrete du 27 octobre 2021 (agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Recycling rate,Taux de recyclage - Outillage du peintre,Quantites collectees non reemployees,%,,,,,37,2024,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Recycling rate,Taux de recyclage - Outillage du peintre,Quantites collectees non reemployees,%,,,,,50,2027,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Separate collection rate,Taux de collecte - Machines et appareils motorises thermiques,Mises sur le marche de l'annee precedente,%,,,,,28,2024,"REP ABJ, arrete du 27 octobre 2021 (agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Separate collection rate,Taux de collecte - Machines et appareils motorises thermiques,Mises sur le marche de l'annee precedente,%,,,,,45,2027,"REP ABJ, arrete du 27 octobre 2021 (agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Reuse & preparation for reuse,Taux de reemploi - Machines et appareils motorises thermiques,Mises sur le marche de l'annee precedente,%,,,,,5,2024,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Reuse & preparation for reuse,Taux de reemploi - Machines et appareils motorises thermiques,Mises sur le marche de l'annee precedente,%,,,,,11,2027,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Recycling rate,Taux de recyclage - Machines et appareils motorises thermiques,Quantites collectees non reemployees,%,,,,,37,2024,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Recycling rate,Taux de recyclage - Machines et appareils motorises thermiques,Quantites collectees non reemployees,%,,,,,55,2027,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Separate collection rate,Taux de collecte - Materiaux de bricolage,Mises sur le marche de l'annee precedente,%,,,,,13,2024,"REP ABJ, arrete du 27 octobre 2021 (agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Separate collection rate,Taux de collecte - Materiaux de bricolage,Mises sur le marche de l'annee precedente,%,,,,,25,2027,"REP ABJ, arrete du 27 octobre 2021 (agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Reuse & preparation for reuse,Taux de reemploi - Materiaux de bricolage,Mises sur le marche de l'annee precedente,%,,,,,4,2024,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Reuse & preparation for reuse,Taux de reemploi - Materiaux de bricolage,Mises sur le marche de l'annee precedente,%,,,,,10,2027,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Recycling rate,Taux de recyclage - Materiaux de bricolage,Quantites collectees non reemployees,%,,,,,55,2024,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Recycling rate,Taux de recyclage - Materiaux de bricolage,Quantites collectees non reemployees,%,,,,,65,2027,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Separate collection rate,Taux de collecte - Entretien du jardin et amenagement paysager,Mises sur le marche de l'annee precedente,%,,,,,13,2024,"REP ABJ, arrete du 27 octobre 2021 (agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Separate collection rate,Taux de collecte - Entretien du jardin et amenagement paysager,Mises sur le marche de l'annee precedente,%,,,,,20,2027,"REP ABJ, arrete du 27 octobre 2021 (agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Reuse & preparation for reuse,Taux de reemploi - Entretien du jardin et amenagement paysager,Mises sur le marche de l'annee precedente,%,,,,,2,2024,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Reuse & preparation for reuse,Taux de reemploi - Entretien du jardin et amenagement paysager,Mises sur le marche de l'annee precedente,%,,,,,5,2027,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Recycling rate,Taux de recyclage - Entretien du jardin et amenagement paysager,Quantites collectees non reemployees,%,,,,,40,2024,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,DIY & garden,Recycling rate,Taux de recyclage - Entretien du jardin et amenagement paysager,Quantites collectees non reemployees,%,,,,,55,2027,"REP ABJ, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ABJ
France,sector,Sector agreement,Sports & leisure,Separate collection rate,Taux de collecte - Cycles et engins de deplacement personnel,Mises sur le marche de l'annee precedente,%,,,,,18,2024,"REP ASL, arrete du 27 octobre 2021 (Ecologic, agrement 2022-2027)",FALSE,verified,"Aggregate 2024 outturn ~13% (15,000 t collected on 115,000 t placed on market) - below both category targets.",https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Separate collection rate,Taux de collecte - Cycles et engins de deplacement personnel,Mises sur le marche de l'annee precedente,%,,,,,25,2027,"REP ASL, arrete du 27 octobre 2021 (Ecologic, agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Reuse & preparation for reuse,Taux de reemploi - Cycles et engins de deplacement personnel,Mises sur le marche de l'annee precedente,%,,,,,9,2024,"REP ASL, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Reuse & preparation for reuse,Taux de reemploi - Cycles et engins de deplacement personnel,Mises sur le marche de l'annee precedente,%,,,,,14,2027,"REP ASL, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Recycling rate,Taux de recyclage - Cycles et engins de deplacement personnel,Quantites collectees de l'annee moins quantites reemployees,%,,,,,59,2024,"REP ASL, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Recycling rate,Taux de recyclage - Cycles et engins de deplacement personnel,Quantites collectees de l'annee moins quantites reemployees,%,,,,,62,2027,"REP ASL, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Separate collection rate,Taux de collecte - Produits de sport et de plein air,Mises sur le marche de l'annee precedente,%,,,,,20,2024,"REP ASL, arrete du 27 octobre 2021 (Ecologic, agrement 2022-2027)",FALSE,verified,"Aggregate 2024 outturn ~13% (15,000 t collected on 115,000 t placed on market) - below both category targets.",https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Separate collection rate,Taux de collecte - Produits de sport et de plein air,Mises sur le marche de l'annee precedente,%,,,,,35,2027,"REP ASL, arrete du 27 octobre 2021 (Ecologic, agrement 2022-2027)",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Reuse & preparation for reuse,Taux de reemploi - Produits de sport et de plein air,Mises sur le marche de l'annee precedente,%,,,,,4,2024,"REP ASL, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Reuse & preparation for reuse,Taux de reemploi - Produits de sport et de plein air,Mises sur le marche de l'annee precedente,%,,,,,5,2027,"REP ASL, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Recycling rate,Taux de recyclage - Produits de sport et de plein air,Quantites collectees de l'annee moins quantites reemployees,%,,,,,35,2024,"REP ASL, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Sports & leisure,Recycling rate,Taux de recyclage - Produits de sport et de plein air,Quantites collectees de l'annee moins quantites reemployees,%,,,,,50,2027,"REP ASL, arrete du 27 octobre 2021",FALSE,verified,,https://filieres-rep.ademe.fr/filieres-REP/filiere-ASL
France,sector,Sector agreement,Construction,Separate collection rate,Taux de collecte - Categorie 1 - dechets mineraux inertes,Waste mass against the reference volume from the ADEME prefiguration study,%,,,,,82,2024,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL: a state moratorium suspending eight PMCB measures until 2027 was reported and not verified.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
France,sector,Sector agreement,Construction,Separate collection rate,Taux de collecte - Categorie 1 - dechets mineraux inertes,Waste mass against the reference volume from the ADEME prefiguration study,%,,,,,93,2027,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL: a state moratorium suspending eight PMCB measures until 2027 was reported and not verified.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
France,sector,Sector agreement,Construction,Separate collection rate,Taux de collecte - Categorie 2 - dechets non mineraux,Waste mass against the reference volume from the ADEME prefiguration study,%,,,,,53,2024,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL: a state moratorium suspending eight PMCB measures until 2027 was reported and not verified.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
France,sector,Sector agreement,Construction,Separate collection rate,Taux de collecte - Categorie 2 - dechets non mineraux,Waste mass against the reference volume from the ADEME prefiguration study,%,,,,,62,2027,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL: a state moratorium suspending eight PMCB measures until 2027 was reported and not verified.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
France,sector,Sector agreement,Construction,Recycling rate,Taux de recyclage - Categorie 1,Collected PMCB waste,%,,,,,35,2024,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL - see moratorium note.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
France,sector,Sector agreement,Construction,Recycling rate,Taux de recyclage - Categorie 1,Collected PMCB waste,%,,,,,43,2027,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL - see moratorium note.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
France,sector,Sector agreement,Construction,Recycling rate,Taux de recyclage - Categorie 2,Collected PMCB waste,%,,,,,39,2024,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL - see moratorium note.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
France,sector,Sector agreement,Construction,Recycling rate,Taux de recyclage - Categorie 2,Collected PMCB waste,%,,,,,45,2027,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL - see moratorium note.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
France,sector,Sector agreement,Construction,Reuse & preparation for reuse,Reemploi et preparation a la reutilisation,Mass of used PMCB against annual waste production volume,%,,,,,2,2024,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL - see moratorium note.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
France,sector,Sector agreement,Construction,Reuse & preparation for reuse,Reemploi et preparation a la reutilisation,Mass of used PMCB against annual waste production volume,%,,,,,4,2027,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL - see moratorium note.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
France,sector,Sector agreement,Construction,Reuse & preparation for reuse,Reemploi et preparation a la reutilisation,Mass of used PMCB against annual waste production volume,%,,,,,5,2028,"REP PMCB, arrete du 10 juin 2022",FALSE,sourced,PROVISIONAL - see moratorium note.,https://www.ecologie.gouv.fr/sites/default/files/documents/Cahier%20des%20charges%20consolide%20-%20REP%20PMCB.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,"Recuperar 48,1% da massa total de RSU em ambito nacional","% of total RSU mass generated, national",%,2.2,2020,1.82,2023,48.1,2040,"Planares, Decreto 11.043/2022 (Anexo)",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. Often rounded to 50% in press. latest_value is SINISA's 1.82% recovery rate; ABREMA reports 8.7% on a different denominator - see the ABREMA row.,https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperar reciclaveis secos em relacao a massa total de RSU,"% of total RSU mass generated, national",%,2.2,2020,,,5.7,2024,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 6",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing.,https://www.goiania.go.gov.br/amma/wp-content/uploads/sites/22/2022/09/Relatorio-Final-Plano-Municipal-de-Coleta-Seletiva-de-Goiania_VOL2_compressed.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperar reciclaveis secos em relacao a massa total de RSU,"% of total RSU mass generated, national",%,2.2,2020,,,9.2,2028,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 6",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing.,https://www.goiania.go.gov.br/amma/wp-content/uploads/sites/22/2022/09/Relatorio-Final-Plano-Municipal-de-Coleta-Seletiva-de-Goiania_VOL2_compressed.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperar reciclaveis secos em relacao a massa total de RSU,"% of total RSU mass generated, national",%,2.2,2020,,,12.8,2032,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 6",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing.,https://www.goiania.go.gov.br/amma/wp-content/uploads/sites/22/2022/09/Relatorio-Final-Plano-Municipal-de-Coleta-Seletiva-de-Goiania_VOL2_compressed.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperar reciclaveis secos em relacao a massa total de RSU,"% of total RSU mass generated, national",%,2.2,2020,,,16.4,2036,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 6",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing.,https://www.goiania.go.gov.br/amma/wp-content/uploads/sites/22/2022/09/Relatorio-Final-Plano-Municipal-de-Coleta-Seletiva-de-Goiania_VOL2_compressed.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperar reciclaveis secos em relacao a massa total de RSU,"% of total RSU mass generated, national",%,2.2,2020,,,20.0,2040,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 6",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing.,https://www.goiania.go.gov.br/amma/wp-content/uploads/sites/22/2022/09/Relatorio-Final-Plano-Municipal-de-Coleta-Seletiva-de-Goiania_VOL2_compressed.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperar a fracao organica em relacao a massa total de RSU,"% of total RSU mass generated, national",%,0,2020,0.4,2024,2.7,2024,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 7",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. Baseline is 0% for every region - Planares treats national biological treatment of RSU as nil at baseline. latest_value 0.4% is ABREMA composting 2024.,https://www.goiania.go.gov.br/amma/wp-content/uploads/sites/22/2022/09/Relatorio-Final-Plano-Municipal-de-Coleta-Seletiva-de-Goiania_VOL2_compressed.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperar a fracao organica em relacao a massa total de RSU,"% of total RSU mass generated, national",%,0,2020,,,5.4,2028,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 7",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. Baseline is 0% for every region - Planares treats national biological treatment of RSU as nil at baseline. latest_value 0.4% is ABREMA composting 2024.,https://www.goiania.go.gov.br/amma/wp-content/uploads/sites/22/2022/09/Relatorio-Final-Plano-Municipal-de-Coleta-Seletiva-de-Goiania_VOL2_compressed.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperar a fracao organica em relacao a massa total de RSU,"% of total RSU mass generated, national",%,0,2020,,,8.1,2032,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 7",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. Baseline is 0% for every region - Planares treats national biological treatment of RSU as nil at baseline. latest_value 0.4% is ABREMA composting 2024.,https://www.goiania.go.gov.br/amma/wp-content/uploads/sites/22/2022/09/Relatorio-Final-Plano-Municipal-de-Coleta-Seletiva-de-Goiania_VOL2_compressed.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperar a fracao organica em relacao a massa total de RSU,"% of total RSU mass generated, national",%,0,2020,,,10.8,2036,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 7",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. Baseline is 0% for every region - Planares treats national biological treatment of RSU as nil at baseline. latest_value 0.4% is ABREMA composting 2024.,https://www.goiania.go.gov.br/amma/wp-content/uploads/sites/22/2022/09/Relatorio-Final-Plano-Municipal-de-Coleta-Seletiva-de-Goiania_VOL2_compressed.pdf
Brazil,government,Federal,All municipal waste,Recycling rate,Recuperar a fracao organica em relacao a massa total de RSU,"% of total RSU mass generated, national",%,0,2020,,,13.5,2040,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 7",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. Baseline is 0% for every region - Planares treats national biological treatment of RSU as nil at baseline. latest_value 0.4% is ABREMA composting 2024.,https://www.goiania.go.gov.br/amma/wp-content/uploads/sites/22/2022/09/Relatorio-Final-Plano-Municipal-de-Coleta-Seletiva-de-Goiania_VOL2_compressed.pdf
Brazil,government,Federal,All municipal waste,Collection coverage,Assegurar que a populacao tenha acesso a sistemas de coleta seletiva,% da populacao total,%,,,36.0,2023,72.6,2040,"Planares, Decreto 11.043/2022 (Anexo) - RSU Meta 6",FALSE,sourced,Planares metas were NOT read in the decree's own annex PDF (fetch truncates before ch.3). Transcribed from municipal plans reproducing the table; 2040 endpoints corroborated by two independent documents. Re-verify intermediate years against the official annex before citing. latest_value from SINISA indicator IRS0005.,https://planodesaneamento.manaus.am.gov.br/wp-content/uploads/2026/01/PMSB-MANAUS-RESIDUOS-SOLIDOS-Completo-6.pdf
